subject,session,trial,time,duration,event,mouse_position,choice,visit,n_visits,n_samples,sample_size,ups_left,ups_right,red_left,red_right,colored_left,colored_right,colored_blocked
11,11,38,3351.2265,0.25,stay,right,0,2,3,35,1.0,0.55,0.3,30.0,8.0,51.0,15.0,16.0
11,11,38,3351.4765,0.27,stay,right,0,2,3,35,4.0,0.55,0.3,30.0,9.0,51.0,19.0,16.0
11,11,38,3351.7464,0.26,stay,right,0,2,3,35,2.0,0.55,0.3,30.0,11.0,51.0,21.0,16.0
11,11,38,3352.0064,0.32,stay,right,0,2,3,35,1.0,0.55,0.3,30.0,12.0,51.0,22.0,16.0
11,11,38,3352.3266,0.34,stay,right,0,2,3,35,4.0,0.55,0.3,30.0,14.0,51.0,26.0,16.0
11,11,38,3352.6664,0.22,stay,right,0,2,3,35,3.0,0.55,0.3,30.0,16.0,51.0,29.0,16.0
11,11,38,3352.8863,0.28,stay,right,0,2,3,35,1.0,0.55,0.3,30.0,16.0,51.0,30.0,16.0
11,11,38,3353.1663,0.26,stay,right,0,2,3,35,4.0,0.55,0.3,30.0,19.0,51.0,34.0,16.0
11,11,38,3353.4263,0.21,stay,right,0,2,3,35,1.0,0.55,0.3,30.0,19.0,51.0,35.0,16.0
11,11,38,3353.6363,0.24,stay,right,0,2,3,35,3.0,0.55,0.3,30.0,20.0,51.0,38.0,16.0
11,11,38,3353.8764,0.24,stay,right,0,2,3,35,5.0,0.55,0.3,30.0,23.0,51.0,43.0,16.0
11,11,38,3354.1162,0.34,stay,right,0,2,3,35,2.0,0.55,0.3,30.0,25.0,51.0,45.0,16.0
11,11,38,3354.4562,0.22,stay,right,0,2,3,35,5.0,0.55,0.3,30.0,28.0,51.0,50.0,16.0
11,11,38,3354.6761,0.66,stay,right,0,2,3,35,5.0,0.55,0.3,30.0,30.0,51.0,55.0,16.0
11,11,38,3355.336,0.23,switch,left,0,3,3,35,2.0,0.55,0.3,31.0,30.0,53.0,55.0,16.0
11,11,38,3355.566,0.28,stay,left,0,3,3,35,2.0,0.55,0.3,31.0,30.0,55.0,55.0,16.0
11,11,38,3355.846,0.43,stay,left,0,3,3,35,4.0,0.55,0.3,33.0,30.0,59.0,55.0,16.0
11,11,38,3356.2758,0.21,select,left,0,3,3,35,NaN,0.55,0.3,0,0,59.0,55.0,16.0
11,11,38,3356.4859,6.96,outcome,elsewhere,0,3,3,35,NaN,0.55,0.3,0,0,59.0,55.0,16.0
11,11,39,3411.58,0.79,start button,elsewhere,0,0,3,34,NaN,0.35,0.45,0,0,10.0,10.0,14.0
11,11,39,3412.3702,0.73,reveal green,elsewhere,0,0,3,34,NaN,0.35,0.45,0,0,10.0,10.0,14.0
11,11,39,3413.1001,0.6,reveal green,elsewhere,0,0,3,34,NaN,0.35,0.45,0,0,10.0,10.0,14.0
11,11,39,3413.7002,1.12,reveal green,elsewhere,0,0,3,34,NaN,0.35,0.45,0,0,10.0,10.0,14.0
11,11,39,3414.8212,0.5,start sampling,elsewhere,0,0,3,34,NaN,0.35,0.45,0,0,10.0,10.0,14.0
11,11,39,3415.3197,0.31,switch,right,0,1,3,34,10.0,0.35,0.45,0.0,9.0,10.0,10.0,14.0
11,11,39,3415.6297,0.29,stay,right,0,1,3,34,1.0,0.35,0.45,0.0,10.0,10.0,11.0,14.0
11,11,39,3415.9197,0.22,stay,right,0,1,3,34,4.0,0.35,0.45,0.0,14.0,10.0,15.0,14.0
11,11,39,3416.1396,0.23,stay,right,0,1,3,34,2.0,0.35,0.45,0.0,16.0,10.0,17.0,14.0
11,11,39,3416.3696,0.35,stay,right,0,1,3,34,1.0,0.35,0.45,0.0,17.0,10.0,18.0,14.0
11,11,39,3416.7196,0.31,stay,right,0,1,3,34,4.0,0.35,0.45,0.0,21.0,10.0,22.0,14.0
11,11,39,3417.0296,0.35,stay,right,0,1,3,34,3.0,0.35,0.45,0.0,24.0,10.0,25.0,14.0
11,11,39,3417.3795,0.26,stay,right,0,1,3,34,3.0,0.35,0.45,0.0,26.0,10.0,28.0,14.0
11,11,39,3417.6395,0.24,stay,right,0,1,3,34,5.0,0.35,0.45,0.0,30.0,10.0,33.0,14.0
11,11,39,3417.8795,0.34,stay,right,0,1,3,34,4.0,0.35,0.45,0.0,34.0,10.0,37.0,14.0
11,11,39,3418.2195,0.22,stay,right,0,1,3,34,4.0,0.35,0.45,0.0,36.0,10.0,41.0,14.0
11,11,39,3418.4395,0.32,stay,right,0,1,3,34,4.0,0.35,0.45,0.0,39.0,10.0,45.0,14.0
11,11,39,3418.7594,0.23,stay,right,0,1,3,34,1.0,0.35,0.45,0.0,40.0,10.0,46.0,14.0
11,11,39,3418.9894,0.6,stay,right,0,1,3,34,4.0,0.35,0.45,0.0,44.0,10.0,50.0,14.0
11,11,39,3419.5892,0.28,switch,left,0,2,3,34,10.0,0.35,0.45,7.0,44.0,10.0,50.0,14.0
11,11,39,3419.8692,0.29,stay,left,0,2,3,34,3.0,0.35,0.45,9.0,44.0,13.0,50.0,14.0
11,11,39,3420.1591,0.3,stay,left,0,2,3,34,5.0,0.35,0.45,13.0,44.0,18.0,50.0,14.0
11,11,39,3420.4591,0.32,stay,left,0,2,3,34,3.0,0.35,0.45,15.0,44.0,21.0,50.0,14.0
11,11,39,3420.7791,0.34,stay,left,0,2,3,34,2.0,0.35,0.45,17.0,44.0,23.0,50.0,14.0
11,11,39,3421.1191,0.24,stay,left,0,2,3,34,1.0,0.35,0.45,18.0,44.0,24.0,50.0,14.0
11,11,39,3421.359,0.34,stay,left,0,2,3,34,4.0,0.35,0.45,22.0,44.0,28.0,50.0,14.0
11,11,39,3421.699,0.35,stay,left,0,2,3,34,2.0,0.35,0.45,23.0,44.0,30.0,50.0,14.0
11,11,39,3422.049,0.31,stay,left,0,2,3,34,5.0,0.35,0.45,27.0,44.0,35.0,50.0,14.0
11,11,39,3422.3589,0.34,stay,left,0,2,3,34,1.0,0.35,0.45,28.0,44.0,36.0,50.0,14.0
11,11,39,3422.6988,0.35,stay,left,0,2,3,34,2.0,0.35,0.45,28.0,44.0,38.0,50.0,14.0
11,11,39,3423.0489,0.26,stay,left,0,2,3,34,1.0,0.35,0.45,29.0,44.0,39.0,50.0,14.0
11,11,39,3423.3088,0.27,stay,left,0,2,3,34,2.0,0.35,0.45,31.0,44.0,41.0,50.0,14.0
11,11,39,3423.5788,0.22,stay,left,0,2,3,34,2.0,0.35,0.45,32.0,44.0,43.0,50.0,14.0
11,11,39,3423.7987,0.31,stay,left,0,2,3,34,1.0,0.35,0.45,33.0,44.0,44.0,50.0,14.0
11,11,39,3424.1088,0.35,stay,left,0,2,3,34,4.0,0.35,0.45,35.0,44.0,48.0,50.0,14.0
11,11,39,3424.4587,0.31,stay,left,0,2,3,34,4.0,0.35,0.45,38.0,44.0,52.0,50.0,14.0
11,11,39,3424.7688,0.46,stay,left,0,2,3,34,1.0,0.35,0.45,38.0,44.0,53.0,50.0,14.0
11,11,39,3425.2289,0.23,switch,right,0,3,3,34,3.0,0.35,0.45,38.0,47.0,53.0,53.0,14.0
11,11,39,3425.4587,0.41,stay,right,0,3,3,34,3.0,0.35,0.45,38.0,49.0,53.0,56.0,14.0
11,11,39,3425.8685,1.2,select,right,0,3,3,34,NaN,0.35,0.45,0,0,53.0,56.0,14.0
11,11,39,3427.0657,7.35,outcome,elsewhere,0,3,3,34,NaN,0.35,0.45,0,0,53.0,56.0,14.0
11,11,40,3434.6175,1.05,start button,elsewhere,1,0,2,23,NaN,0.4,0.6,0,0,10.0,9.0,10.0
11,11,40,3435.6678,0.6,reveal green,elsewhere,1,0,2,23,NaN,0.4,0.6,0,0,10.0,9.0,10.0
11,11,40,3436.2677,0.91,reveal green,elsewhere,1,0,2,23,NaN,0.4,0.6,0,0,10.0,9.0,10.0
11,11,40,3437.1777,1.02,reveal green,elsewhere,1,0,2,23,NaN,0.4,0.6,0,0,10.0,9.0,10.0
11,11,40,3438.2,0.57,start sampling,elsewhere,1,0,2,23,NaN,0.4,0.6,0,0,10.0,9.0,10.0
11,11,40,3438.7672,0.33,switch,left,1,1,2,23,10.0,0.4,0.6,3.0,0.0,10.0,9.0,10.0
11,11,40,3439.0971,0.27,stay,left,1,1,2,23,1.0,0.4,0.6,3.0,0.0,11.0,9.0,10.0
11,11,40,3439.3671,0.25,stay,left,1,1,2,23,5.0,0.4,0.6,5.0,0.0,16.0,9.0,10.0
11,11,40,3439.6171,0.25,stay,left,1,1,2,23,2.0,0.4,0.6,6.0,0.0,18.0,9.0,10.0
11,11,40,3439.8671,0.3,stay,left,1,1,2,23,2.0,0.4,0.6,7.0,0.0,20.0,9.0,10.0
11,11,40,3440.1672,0.35,stay,left,1,1,2,23,1.0,0.4,0.6,7.0,0.0,21.0,9.0,10.0
11,11,40,3440.517,0.21,stay,left,1,1,2,23,1.0,0.4,0.6,7.0,0.0,22.0,9.0,10.0
11,11,40,3440.727,0.26,stay,left,1,1,2,23,2.0,0.4,0.6,7.0,0.0,24.0,9.0,10.0
11,11,40,3440.9869,0.27,stay,left,1,1,2,23,3.0,0.4,0.6,7.0,0.0,27.0,9.0,10.0
11,11,40,3441.257,0.26,stay,left,1,1,2,23,3.0,0.4,0.6,8.0,0.0,30.0,9.0,10.0
11,11,40,3441.5169,0.35,stay,left,1,1,2,23,2.0,0.4,0.6,8.0,0.0,32.0,9.0,10.0
11,11,40,3441.8669,0.32,stay,left,1,1,2,23,2.0,0.4,0.6,8.0,0.0,34.0,9.0,10.0
11,11,40,3442.1868,0.25,stay,left,1,1,2,23,4.0,0.4,0.6,9.0,0.0,38.0,9.0,10.0
11,11,40,3442.4368,0.33,stay,left,1,1,2,23,2.0,0.4,0.6,9.0,0.0,40.0,9.0,10.0
11,11,40,3442.7668,0.53,stay,left,1,1,2,23,1.0,0.4,0.6,10.0,0.0,41.0,9.0,10.0
11,11,40,3443.2968,0.32,switch,right,1,2,2,23,9.0,0.4,0.6,10.0,1.0,41.0,9.0,10.0
11,11,40,3443.6168,0.28,stay,right,1,2,2,23,5.0,0.4,0.6,10.0,1.0,41.0,14.0,10.0
11,11,40,3443.8967,0.29,stay,right,1,2,2,23,5.0,0.4,0.6,10.0,2.0,41.0,19.0,10.0
11,11,40,3444.1867,0.29,stay,right,1,2,2,23,3.0,0.4,0.6,10.0,3.0,41.0,22.0,10.0
11,11,40,3444.4767,0.21,stay,right,1,2,2,23,5.0,0.4,0.6,10.0,3.0,41.0,27.0,10.0
11,11,40,3444.6867,0.34,stay,right,1,2,2,23,5.0,0.4,0.6,10.0,5.0,41.0,32.0,10.0
11,11,40,3445.0266,0.34,stay,right,1,2,2,23,5.0,0.4,0.6,10.0,5.0,41.0,37.0,10.0
11,11,40,3445.3666,0.2,stay,right,1,2,2,23,3.0,0.4,0.6,10.0,5.0,41.0,40.0,10.0
11,11,40,3445.5664,0.21,select,right,1,2,2,23,NaN,0.4,0.6,0,0,41.0,40.0,10.0
11,11,40,3445.7765,6.67,outcome,elsewhere,1,2,2,23,NaN,0.4,0.6,0,0,41.0,40.0,10.0
11,11,41,3553.525,1.06,start button,elsewhere,0,0,4,32,NaN,0.55,0.7,0,0,14.0,14.0,9.0
11,11,41,3554.5852,0.55,reveal green,elsewhere,0,0,4,32,NaN,0.55,0.7,0,0,14.0,14.0,9.0
11,11,41,3555.1352,0.71,reveal green,elsewhere,0,0,4,32,NaN,0.55,0.7,0,0,14.0,14.0,9.0
11,11,41,3555.8453,0.78,reveal green,elsewhere,0,0,4,32,NaN,0.55,0.7,0,0,14.0,14.0,9.0
11,11,41,3556.6263,0.44,start sampling,elsewhere,0,0,4,32,NaN,0.55,0.7,0,0,14.0,14.0,9.0
11,11,41,3557.0647,0.29,switch,left,0,1,4,32,14.0,0.55,0.7,11.0,0.0,14.0,14.0,9.0
11,11,41,3557.3547,0.24,stay,left,0,1,4,32,5.0,0.55,0.7,14.0,0.0,19.0,14.0,9.0
11,11,41,3557.5948,0.31,stay,left,0,1,4,32,4.0,0.55,0.7,15.0,0.0,23.0,14.0,9.0
11,11,41,3557.9048,0.32,stay,left,0,1,4,32,1.0,0.55,0.7,15.0,0.0,24.0,14.0,9.0
11,11,41,3558.2246,0.27,stay,left,0,1,4,32,5.0,0.55,0.7,17.0,0.0,29.0,14.0,9.0
11,11,41,3558.4946,0.29,stay,left,0,1,4,32,5.0,0.55,0.7,20.0,0.0,34.0,14.0,9.0
11,11,41,3558.7845,0.31,stay,left,0,1,4,32,3.0,0.55,0.7,22.0,0.0,37.0,14.0,9.0
11,11,41,3559.0945,0.3,stay,left,0,1,4,32,2.0,0.55,0.7,23.0,0.0,39.0,14.0,9.0
11,11,41,3559.3945,0.23,stay,left,0,1,4,32,1.0,0.55,0.7,23.0,0.0,40.0,14.0,9.0
11,11,41,3559.6244,0.3,stay,left,0,1,4,32,5.0,0.55,0.7,26.0,0.0,45.0,14.0,9.0
11,11,41,3559.9244,0.26,stay,left,0,1,4,32,4.0,0.55,0.7,29.0,0.0,49.0,14.0,9.0
11,11,41,3560.1845,0.32,stay,left,0,1,4,32,4.0,0.55,0.7,31.0,0.0,53.0,14.0,9.0
11,11,41,3560.5045,0.53,stay,left,0,1,4,32,1.0,0.55,0.7,31.0,0.0,54.0,14.0,9.0
11,11,41,3561.0344,0.34,switch,right,0,2,4,32,14.0,0.55,0.7,31.0,7.0,54.0,14.0,9.0
11,11,41,3561.3744,0.23,stay,right,0,2,4,32,5.0,0.55,0.7,31.0,12.0,54.0,19.0,9.0
11,11,41,3561.6045,0.29,stay,right,0,2,4,32,1.0,0.55,0.7,31.0,13.0,54.0,20.0,9.0
11,11,41,3561.8944,0.23,stay,right,0,2,4,32,2.0,0.55,0.7,31.0,15.0,54.0,22.0,9.0
11,11,41,3562.1243,0.31,stay,right,0,2,4,32,4.0,0.55,0.7,31.0,17.0,54.0,26.0,9.0
11,11,41,3562.4343,0.24,stay,right,0,2,4,32,4.0,0.55,0.7,31.0,18.0,54.0,30.0,9.0
11,11,41,3562.6743,0.34,stay,right,0,2,4,32,3.0,0.55,0.7,31.0,20.0,54.0,33.0,9.0
11,11,41,3563.0142,0.21,stay,right,0,2,4,32,5.0,0.55,0.7,31.0,25.0,54.0,38.0,9.0
11,11,41,3563.2242,0.32,stay,right,0,2,4,32,3.0,0.55,0.7,31.0,27.0,54.0,41.0,9.0
11,11,41,3563.5441,0.31,stay,right,0,2,4,32,5.0,0.55,0.7,31.0,30.0,54.0,46.0,9.0
11,11,41,3563.8541,0.23,stay,right,0,2,4,32,3.0,0.55,0.7,31.0,32.0,54.0,49.0,9.0
11,11,41,3564.0841,0.28,stay,right,0,2,4,32,4.0,0.55,0.7,31.0,35.0,54.0,53.0,9.0
11,11,41,3564.364,0.26,stay,right,0,2,4,32,5.0,0.55,0.7,31.0,39.0,54.0,58.0,9.0
11,11,41,3564.6241,0.3,stay,right,0,2,4,32,3.0,0.55,0.7,31.0,41.0,54.0,61.0,9.0
11,11,41,3564.924,0.48,stay,right,0,2,4,32,3.0,0.55,0.7,31.0,44.0,54.0,64.0,9.0
11,11,41,3565.4039,0.29,switch,left,0,3,4,32,5.0,0.55,0.7,33.0,44.0,59.0,64.0,9.0
11,11,41,3565.6938,0.57,stay,left,0,3,4,32,3.0,0.55,0.7,34.0,44.0,62.0,64.0,9.0
11,11,41,3566.2639,0.24,switch,right,0,4,4,32,2.0,0.55,0.7,34.0,44.0,62.0,66.0,9.0
11,11,41,3566.504,0.31,stay,right,0,4,4,32,3.0,0.55,0.7,34.0,46.0,62.0,69.0,9.0
11,11,41,3566.8136,0.23,select,right,0,4,4,32,NaN,0.55,0.7,0,0,62.0,69.0,9.0
11,11,41,3567.0436,6.53,outcome,elsewhere,0,4,4,32,NaN,0.55,0.7,0,0,62.0,69.0,9.0
12,12,1,835.3536,1.29,start button,elsewhere,0,0,3,34,NaN,0.4,0.3,0,0,6.0,14.0,8.0
12,12,1,836.6438,0.59,reveal green,elsewhere,0,0,3,34,NaN,0.4,0.3,0,0,6.0,14.0,8.0
12,12,1,837.2338,0.64,reveal green,elsewhere,0,0,3,34,NaN,0.4,0.3,0,0,6.0,14.0,8.0
12,12,1,837.8742,5.33,reveal green,elsewhere,0,0,3,34,NaN,0.4,0.3,0,0,6.0,14.0,8.0
12,12,1,843.2046,0.41,start sampling,elsewhere,0,0,3,34,NaN,0.4,0.3,0,0,6.0,14.0,8.0
12,12,1,843.6131,0.21,switch,right,0,1,3,34,14.0,0.4,0.3,0.0,7.0,6.0,14.0,8.0
12,12,1,843.823,0.34,stay,right,0,1,3,34,2.0,0.4,0.3,0.0,8.0,6.0,16.0,8.0
12,12,1,844.163,0.24,stay,right,0,1,3,34,4.0,0.4,0.3,0.0,9.0,6.0,20.0,8.0
12,12,1,844.403,0.3,stay,right,0,1,3,34,2.0,0.4,0.3,0.0,10.0,6.0,22.0,8.0
12,12,1,844.7029,0.3,stay,right,0,1,3,34,2.0,0.4,0.3,0.0,11.0,6.0,24.0,8.0
12,12,1,845.003,0.25,stay,right,0,1,3,34,2.0,0.4,0.3,0.0,13.0,6.0,26.0,8.0
12,12,1,845.2529,0.3,stay,right,0,1,3,34,1.0,0.4,0.3,0.0,13.0,6.0,27.0,8.0
12,12,1,845.5529,0.25,stay,right,0,1,3,34,2.0,0.4,0.3,0.0,14.0,6.0,29.0,8.0
12,12,1,845.8028,0.23,stay,right,0,1,3,34,1.0,0.4,0.3,0.0,15.0,6.0,30.0,8.0
12,12,1,846.0328,0.32,stay,right,0,1,3,34,1.0,0.4,0.3,0.0,16.0,6.0,31.0,8.0
12,12,1,846.3528,0.24,stay,right,0,1,3,34,3.0,0.4,0.3,0.0,16.0,6.0,34.0,8.0
12,12,1,846.5928,0.25,stay,right,0,1,3,34,4.0,0.4,0.3,0.0,17.0,6.0,38.0,8.0
12,12,1,846.8429,0.59,stay,right,0,1,3,34,4.0,0.4,0.3,0.0,18.0,6.0,42.0,8.0
12,12,1,847.4326,0.25,switch,left,0,2,3,34,6.0,0.4,0.3,3.0,18.0,6.0,42.0,8.0
12,12,1,847.6825,0.22,stay,left,0,2,3,34,5.0,0.4,0.3,5.0,18.0,11.0,42.0,8.0
12,12,1,847.9025,0.28,stay,left,0,2,3,34,4.0,0.4,0.3,7.0,18.0,15.0,42.0,8.0
12,12,1,848.1826,0.22,stay,left,0,2,3,34,5.0,0.4,0.3,9.0,18.0,20.0,42.0,8.0
12,12,1,848.4025,0.27,stay,left,0,2,3,34,1.0,0.4,0.3,9.0,18.0,21.0,42.0,8.0
12,12,1,848.6725,0.25,stay,left,0,2,3,34,1.0,0.4,0.3,10.0,18.0,22.0,42.0,8.0
12,12,1,848.9225,0.3,stay,left,0,2,3,34,3.0,0.4,0.3,12.0,18.0,25.0,42.0,8.0
12,12,1,849.2224,0.32,stay,left,0,2,3,34,1.0,0.4,0.3,12.0,18.0,26.0,42.0,8.0
12,12,1,849.5424,0.34,stay,left,0,2,3,34,3.0,0.4,0.3,13.0,18.0,29.0,42.0,8.0
12,12,1,849.8824,0.22,stay,left,0,2,3,34,2.0,0.4,0.3,14.0,18.0,31.0,42.0,8.0
12,12,1,850.1023,0.24,stay,left,0,2,3,34,3.0,0.4,0.3,16.0,18.0,34.0,42.0,8.0
12,12,1,850.3423,0.22,stay,left,0,2,3,34,2.0,0.4,0.3,17.0,18.0,36.0,42.0,8.0
12,12,1,850.5623,0.21,stay,left,0,2,3,34,5.0,0.4,0.3,20.0,18.0,41.0,42.0,8.0
12,12,1,850.7722,0.32,stay,left,0,2,3,34,5.0,0.4,0.3,22.0,18.0,46.0,42.0,8.0
12,12,1,851.0922,0.21,stay,left,0,2,3,34,2.0,0.4,0.3,24.0,18.0,48.0,42.0,8.0
12,12,1,851.3022,0.42,stay,left,0,2,3,34,4.0,0.4,0.3,25.0,18.0,52.0,42.0,8.0
12,12,1,851.7223,0.22,switch,right,0,3,3,34,3.0,0.4,0.3,25.0,19.0,52.0,45.0,8.0
12,12,1,851.9423,0.25,stay,right,0,3,3,34,5.0,0.4,0.3,25.0,24.0,52.0,50.0,8.0
12,12,1,852.1922,0.25,stay,right,0,3,3,34,3.0,0.4,0.3,25.0,26.0,52.0,53.0,8.0
12,12,1,852.4422,0.27,stay,right,0,3,3,34,2.0,0.4,0.3,25.0,28.0,52.0,55.0,8.0
12,12,1,852.7122,0.29,stay,right,0,3,3,34,2.0,0.4,0.3,25.0,30.0,52.0,57.0,8.0
12,12,1,853.0019,0.21,select,right,0,3,3,34,NaN,0.4,0.3,0,0,52.0,57.0,8.0
12,12,1,853.2121,7.92,outcome,elsewhere,0,3,3,34,NaN,0.4,0.3,0,0,52.0,57.0,8.0
12,12,2,861.3311,0.78,start button,elsewhere,0,0,2,32,NaN,0.65,0.8,0,0,14.0,7.0,12.0
12,12,2,862.1112,0.47,reveal green,elsewhere,0,0,2,32,NaN,0.65,0.8,0,0,14.0,7.0,12.0
12,12,2,862.5813,0.77,reveal green,elsewhere,0,0,2,32,NaN,0.65,0.8,0,0,14.0,7.0,12.0
12,12,2,863.3513,5.96,reveal green,elsewhere,0,0,2,32,NaN,0.65,0.8,0,0,14.0,7.0,12.0
12,12,2,869.312,0.89,start sampling,elsewhere,0,0,2,32,NaN,0.65,0.8,0,0,14.0,7.0,12.0
12,12,2,870.2005,0.23,switch,right,0,1,2,32,7.0,0.65,0.8,0.0,4.0,14.0,7.0,12.0
12,12,2,870.4304,0.32,stay,right,0,1,2,32,3.0,0.65,0.8,0.0,5.0,14.0,10.0,12.0
12,12,2,870.7505,0.21,stay,right,0,1,2,32,2.0,0.65,0.8,0.0,7.0,14.0,12.0,12.0
12,12,2,870.9604,0.35,stay,right,0,1,2,32,2.0,0.65,0.8,0.0,7.0,14.0,14.0,12.0
12,12,2,871.3104,0.34,stay,right,0,1,2,32,5.0,0.65,0.8,0.0,9.0,14.0,19.0,12.0
12,12,2,871.6504,0.22,stay,right,0,1,2,32,1.0,0.65,0.8,0.0,10.0,14.0,20.0,12.0
12,12,2,871.8703,0.27,stay,right,0,1,2,32,1.0,0.65,0.8,0.0,10.0,14.0,21.0,12.0
12,12,2,872.1403,0.23,stay,right,0,1,2,32,4.0,0.65,0.8,0.0,13.0,14.0,25.0,12.0
12,12,2,872.3703,0.24,stay,right,0,1,2,32,4.0,0.65,0.8,0.0,16.0,14.0,29.0,12.0
12,12,2,872.6103,0.22,stay,right,0,1,2,32,5.0,0.65,0.8,0.0,19.0,14.0,34.0,12.0
12,12,2,872.8304,0.29,stay,right,0,1,2,32,4.0,0.65,0.8,0.0,23.0,14.0,38.0,12.0
12,12,2,873.1202,0.22,stay,right,0,1,2,32,2.0,0.65,0.8,0.0,24.0,14.0,40.0,12.0
12,12,2,873.3402,0.28,stay,right,0,1,2,32,2.0,0.65,0.8,0.0,25.0,14.0,42.0,12.0
12,12,2,873.6201,0.26,stay,right,0,1,2,32,2.0,0.65,0.8,0.0,26.0,14.0,44.0,12.0
12,12,2,873.8801,0.33,stay,right,0,1,2,32,4.0,0.65,0.8,0.0,29.0,14.0,48.0,12.0
12,12,2,874.2101,0.26,stay,right,0,1,2,32,1.0,0.65,0.8,0.0,30.0,14.0,49.0,12.0
12,12,2,874.4701,0.52,stay,right,0,1,2,32,5.0,0.65,0.8,0.0,33.0,14.0,54.0,12.0
12,12,2,874.9899,0.3,switch,left,0,2,2,32,14.0,0.65,0.8,7.0,33.0,14.0,54.0,12.0
12,12,2,875.2899,0.32,stay,left,0,2,2,32,4.0,0.65,0.8,8.0,33.0,18.0,54.0,12.0
12,12,2,875.6099,0.26,stay,left,0,2,2,32,1.0,0.65,0.8,8.0,33.0,19.0,54.0,12.0
12,12,2,875.8699,0.28,stay,left,0,2,2,32,2.0,0.65,0.8,8.0,33.0,21.0,54.0,12.0
12,12,2,876.1498,0.24,stay,left,0,2,2,32,1.0,0.65,0.8,8.0,33.0,22.0,54.0,12.0
12,12,2,876.3898,0.3,stay,left,0,2,2,32,2.0,0.65,0.8,9.0,33.0,24.0,54.0,12.0
12,12,2,876.6898,0.29,stay,left,0,2,2,32,5.0,0.65,0.8,12.0,33.0,29.0,54.0,12.0
12,12,2,876.9798,0.23,stay,left,0,2,2,32,3.0,0.65,0.8,13.0,33.0,32.0,54.0,12.0
12,12,2,877.2097,0.34,stay,left,0,2,2,32,5.0,0.65,0.8,15.0,33.0,37.0,54.0,12.0
12,12,2,877.5497,0.24,stay,left,0,2,2,32,2.0,0.65,0.8,17.0,33.0,39.0,54.0,12.0
12,12,2,877.7896,0.21,stay,left,0,2,2,32,2.0,0.65,0.8,18.0,33.0,41.0,54.0,12.0
12,12,2,877.9997,0.23,stay,left,0,2,2,32,2.0,0.65,0.8,19.0,33.0,43.0,54.0,12.0
12,12,2,878.2297,0.34,stay,left,0,2,2,32,1.0,0.65,0.8,19.0,33.0,44.0,54.0,12.0
12,12,2,878.5696,0.22,stay,left,0,2,2,32,3.0,0.65,0.8,20.0,33.0,47.0,54.0,12.0
12,12,2,878.7895,0.28,stay,left,0,2,2,32,2.0,0.65,0.8,21.0,33.0,49.0,54.0,12.0
12,12,2,879.0694,0.21,select,left,0,2,2,32,NaN,0.65,0.8,0,0,49.0,54.0,12.0
12,12,2,879.2796,7.78,outcome,elsewhere,0,2,2,32,NaN,0.65,0.8,0,0,49.0,54.0,12.0
12,12,3,887.2586,1.08,start button,elsewhere,1,0,3,25,NaN,0.15,0.4,0,0,13.0,15.0,14.0
12,12,3,888.3388,0.81,reveal green,elsewhere,1,0,3,25,NaN,0.15,0.4,0,0,13.0,15.0,14.0
12,12,3,889.1488,0.78,reveal green,elsewhere,1,0,3,25,NaN,0.15,0.4,0,0,13.0,15.0,14.0
12,12,3,889.9288,12.06,reveal green,elsewhere,1,0,3,25,NaN,0.15,0.4,0,0,13.0,15.0,14.0
12,12,3,901.989,0.86,start sampling,elsewhere,1,0,3,25,NaN,0.15,0.4,0,0,13.0,15.0,14.0
12,12,3,902.8473,0.3,switch,left,1,1,3,25,13.0,0.15,0.4,10.0,0.0,13.0,15.0,14.0
12,12,3,903.1472,0.35,stay,left,1,1,3,25,5.0,0.15,0.4,15.0,0.0,18.0,15.0,14.0
12,12,3,903.4971,0.28,stay,left,1,1,3,25,5.0,0.15,0.4,19.0,0.0,23.0,15.0,14.0
12,12,3,903.7771,0.32,stay,left,1,1,3,25,1.0,0.15,0.4,20.0,0.0,24.0,15.0,14.0
12,12,3,904.0971,0.27,stay,left,1,1,3,25,1.0,0.15,0.4,21.0,0.0,25.0,15.0,14.0
12,12,3,904.3671,0.33,stay,left,1,1,3,25,3.0,0.15,0.4,22.0,0.0,28.0,15.0,14.0
12,12,3,904.6971,0.3,stay,left,1,1,3,25,5.0,0.15,0.4,25.0,0.0,33.0,15.0,14.0
12,12,3,904.997,0.28,stay,left,1,1,3,25,5.0,0.15,0.4,27.0,0.0,38.0,15.0,14.0
12,12,3,905.2771,0.22,stay,left,1,1,3,25,4.0,0.15,0.4,30.0,0.0,42.0,15.0,14.0
12,12,3,905.497,0.32,stay,left,1,1,3,25,2.0,0.15,0.4,32.0,0.0,44.0,15.0,14.0
12,12,3,905.817,0.27,stay,left,1,1,3,25,5.0,0.15,0.4,37.0,0.0,49.0,15.0,14.0
12,12,3,906.0869,0.34,stay,left,1,1,3,25,2.0,0.15,0.4,39.0,0.0,51.0,15.0,14.0
12,12,3,906.427,0.86,stay,left,1,1,3,25,5.0,0.15,0.4,41.0,0.0,56.0,15.0,14.0
12,12,3,907.2869,0.31,switch,right,1,2,3,25,15.0,0.15,0.4,41.0,10.0,56.0,15.0,14.0
12,12,3,907.5969,0.25,stay,right,1,2,3,25,3.0,0.15,0.4,41.0,12.0,56.0,18.0,14.0
