subject,session,trial,time,duration,event,mouse_position,choice,visit,n_visits,n_samples,sample_size,ups_left,ups_right,red_left,red_right,colored_left,colored_right,colored_blocked
1,1,1,982.2781,2.71,start button,elsewhere,0,0,2,14,NaN,0.5,0.45,0,0,8.0,8.0,13.0
1,1,1,984.9898,1.26,reveal green,elsewhere,0,0,2,14,NaN,0.5,0.45,0,0,8.0,8.0,13.0
1,1,1,986.2506,1.35,reveal green,elsewhere,0,0,2,14,NaN,0.5,0.45,0,0,8.0,8.0,13.0
1,1,1,987.6014,4.22,reveal green,elsewhere,0,0,2,14,NaN,0.5,0.45,0,0,8.0,8.0,13.0
1,1,1,991.825,0.71,start sampling,elsewhere,0,0,2,14,NaN,0.5,0.45,0,0,8.0,8.0,13.0
1,1,1,992.5339,0.34,switch,right,0,1,2,14,8.0,0.5,0.45,0.0,4.0,8.0,8.0,13.0
1,1,1,992.8741,0.28,stay,right,0,1,2,14,4.0,0.5,0.45,0.0,5.0,8.0,12.0,13.0
1,1,1,993.1542,0.28,stay,right,0,1,2,14,1.0,0.5,0.45,0.0,5.0,8.0,13.0,13.0
1,1,1,993.4343,0.35,stay,right,0,1,2,14,4.0,0.5,0.45,0.0,8.0,8.0,17.0,13.0
1,1,1,993.7845,0.21,stay,right,0,1,2,14,3.0,0.5,0.45,0.0,9.0,8.0,20.0,13.0
1,1,1,993.9947,0.24,stay,right,0,1,2,14,4.0,0.5,0.45,0.0,11.0,8.0,24.0,13.0
1,1,1,994.2348,0.23,stay,right,0,1,2,14,2.0,0.5,0.45,0.0,11.0,8.0,26.0,13.0
1,1,1,994.4649,0.33,stay,right,0,1,2,14,1.0,0.5,0.45,0.0,11.0,8.0,27.0,13.0
1,1,1,994.795,0.39,stay,right,0,1,2,14,5.0,0.5,0.45,0.0,12.0,8.0,32.0,13.0
1,1,1,995.1852,0.22,switch,left,0,2,2,14,8.0,0.5,0.45,1.0,12.0,8.0,32.0,13.0
1,1,1,995.4054,0.3,stay,left,0,2,2,14,5.0,0.5,0.45,1.0,12.0,13.0,32.0,13.0
1,1,1,995.7054,0.34,stay,left,0,2,2,14,5.0,0.5,0.45,2.0,12.0,18.0,32.0,13.0
1,1,1,996.0456,0.3,stay,left,0,2,2,14,4.0,0.5,0.45,2.0,12.0,22.0,32.0,13.0
1,1,1,996.3458,0.35,stay,left,0,2,2,14,3.0,0.5,0.45,2.0,12.0,25.0,32.0,13.0
1,1,1,996.6959,0.21,select,left,0,2,2,14,NaN,0.5,0.45,0,0,25.0,32.0,13.0
1,1,1,996.906,7.94,outcome,elsewhere,0,2,2,14,NaN,0.5,0.45,0,0,25.0,32.0,13.0
1,1,2,1005.0504,1.28,start button,elsewhere,1,0,1,6,NaN,0.45,0.35,0,0,13.0,8.0,16.0
1,1,2,1006.3313,1.5,reveal green,elsewhere,1,0,1,6,NaN,0.45,0.35,0,0,13.0,8.0,16.0
1,1,2,1007.8323,1.14,reveal green,elsewhere,1,0,1,6,NaN,0.45,0.35,0,0,13.0,8.0,16.0
1,1,2,1008.9728,3.22,reveal green,elsewhere,1,0,1,6,NaN,0.45,0.35,0,0,13.0,8.0,16.0
1,1,2,1012.1959,0.59,start sampling,elsewhere,1,0,1,6,NaN,0.45,0.35,0,0,13.0,8.0,16.0
1,1,2,1012.7847,0.25,switch,left,1,1,1,6,13.0,0.45,0.35,7.0,0.0,13.0,8.0,16.0
1,1,2,1013.0348,0.27,stay,left,1,1,1,6,3.0,0.45,0.35,8.0,0.0,16.0,8.0,16.0
1,1,2,1013.3049,0.3,stay,left,1,1,1,6,4.0,0.45,0.35,12.0,0.0,20.0,8.0,16.0
1,1,2,1013.6051,0.22,stay,left,1,1,1,6,5.0,0.45,0.35,14.0,0.0,25.0,8.0,16.0
1,1,2,1013.8252,0.34,stay,left,1,1,1,6,5.0,0.45,0.35,16.0,0.0,30.0,8.0,16.0
1,1,2,1014.1654,0.32,stay,left,1,1,1,6,1.0,0.45,0.35,16.0,0.0,31.0,8.0,16.0
1,1,2,1014.4855,0.21,select,left,1,1,1,6,NaN,0.45,0.35,0,0,13.0,8.0,16.0
1,1,2,1014.6957,8.65,outcome,elsewhere,1,1,1,6,NaN,0.45,0.35,0,0,13.0,8.0,16.0
1,1,3,1023.5504,2.06,start button,elsewhere,1,0,1,10,NaN,0.25,0.35,0,0,11.0,12.0,8.0
1,1,3,1025.6117,1.78,reveal green,elsewhere,1,0,1,10,NaN,0.25,0.35,0,0,11.0,12.0,8.0
1,1,3,1027.3929,1.38,reveal green,elsewhere,1,0,1,10,NaN,0.25,0.35,0,0,11.0,12.0,8.0
1,1,3,1028.7735,2.13,reveal green,elsewhere,1,0,1,10,NaN,0.25,0.35,0,0,11.0,12.0,8.0
1,1,3,1030.9063,0.93,start sampling,elsewhere,1,0,1,10,NaN,0.25,0.35,0,0,11.0,12.0,8.0
1,1,3,1031.835,0.32,switch,left,1,1,1,10,11.0,0.25,0.35,8.0,0.0,11.0,12.0,8.0
1,1,3,1032.1552,0.25,stay,left,1,1,1,10,1.0,0.25,0.35,8.0,0.0,12.0,12.0,8.0
1,1,3,1032.4053,0.24,stay,left,1,1,1,10,2.0,0.25,0.35,9.0,0.0,14.0,12.0,8.0
1,1,3,1032.6454,0.35,stay,left,1,1,1,10,1.0,0.25,0.35,10.0,0.0,15.0,12.0,8.0
1,1,3,1032.9956,0.24,stay,left,1,1,1,10,4.0,0.25,0.35,14.0,0.0,19.0,12.0,8.0
1,1,3,1033.2357,0.31,stay,left,1,1,1,10,3.0,0.25,0.35,17.0,0.0,22.0,12.0,8.0
1,1,3,1033.5459,0.23,stay,left,1,1,1,10,4.0,0.25,0.35,18.0,0.0,26.0,12.0,8.0
1,1,3,1033.776,0.28,stay,left,1,1,1,10,1.0,0.25,0.35,19.0,0.0,27.0,12.0,8.0
1,1,3,1034.0562,0.21,stay,left,1,1,1,10,5.0,0.25,0.35,22.0,0.0,32.0,12.0,8.0
1,1,3,1034.2663,0.45,stay,left,1,1,1,10,2.0,0.25,0.35,23.0,0.0,34.0,12.0,8.0
1,1,3,1034.7164,0.21,select,left,1,1,1,10,NaN,0.25,0.35,0,0,11.0,12.0,8.0
1,1,3,1034.9266,8.71,outcome,elsewhere,1,1,1,10,NaN,0.25,0.35,0,0,11.0,12.0,8.0
1,1,4,1043.8413,1.12,start button,elsewhere,0,0,2,12,NaN,0.25,0.4,0,0,12.0,8.0,12.0
1,1,4,1044.9622,1.08,reveal green,elsewhere,0,0,2,12,NaN,0.25,0.4,0,0,12.0,8.0,12.0
1,1,4,1046.0429,0.89,reveal green,elsewhere,0,0,2,12,NaN,0.25,0.4,0,0,12.0,8.0,12.0
1,1,4,1046.9333,2.9,reveal green,elsewhere,0,0,2,12,NaN,0.25,0.4,0,0,12.0,8.0,12.0
1,1,4,1049.8362,1.11,start sampling,elsewhere,0,0,2,12,NaN,0.25,0.4,0,0,12.0,8.0,12.0
1,1,4,1050.9453,0.21,switch,right,0,1,2,12,8.0,0.25,0.4,0.0,5.0,12.0,8.0,12.0
1,1,4,1051.1555,0.34,stay,right,0,1,2,12,1.0,0.25,0.4,0.0,6.0,12.0,9.0,12.0
1,1,4,1051.4957,0.31,stay,right,0,1,2,12,3.0,0.25,0.4,0.0,7.0,12.0,12.0,12.0
1,1,4,1051.8059,0.26,stay,right,0,1,2,12,5.0,0.25,0.4,0.0,8.0,12.0,17.0,12.0
1,1,4,1052.0663,0.33,stay,right,0,1,2,12,2.0,0.25,0.4,0.0,9.0,12.0,19.0,12.0
1,1,4,1052.3961,0.21,stay,right,0,1,2,12,1.0,0.25,0.4,0.0,9.0,12.0,20.0,12.0
1,1,4,1052.6063,0.69,stay,right,0,1,2,12,1.0,0.25,0.4,0.0,9.0,12.0,21.0,12.0
1,1,4,1053.2965,0.35,switch,left,0,2,2,12,12.0,0.25,0.4,4.0,9.0,12.0,21.0,12.0
1,1,4,1053.6467,0.26,stay,left,0,2,2,12,5.0,0.25,0.4,5.0,9.0,17.0,21.0,12.0
1,1,4,1053.9069,0.33,stay,left,0,2,2,12,3.0,0.25,0.4,5.0,9.0,20.0,21.0,12.0
1,1,4,1054.2371,0.29,stay,left,0,2,2,12,5.0,0.25,0.4,6.0,9.0,25.0,21.0,12.0
1,1,4,1054.5272,0.36,stay,left,0,2,2,12,5.0,0.25,0.4,6.0,9.0,30.0,21.0,12.0
1,1,4,1054.8873,0.21,select,left,0,2,2,12,NaN,0.25,0.4,0,0,30.0,21.0,12.0
1,1,4,1055.0975,7.8,outcome,elsewhere,0,2,2,12,NaN,0.25,0.4,0,0,30.0,21.0,12.0
1,1,5,1081.6617,1.32,start button,elsewhere,1,0,2,19,NaN,0.1,0.2,0,0,7.0,12.0,16.0
1,1,5,1082.9827,1.73,reveal green,elsewhere,1,0,2,19,NaN,0.1,0.2,0,0,7.0,12.0,16.0
1,1,5,1084.7136,1.01,reveal green,elsewhere,1,0,2,19,NaN,0.1,0.2,0,0,7.0,12.0,16.0
1,1,5,1085.7244,1.14,reveal green,elsewhere,1,0,2,19,NaN,0.1,0.2,0,0,7.0,12.0,16.0
1,1,5,1086.8663,0.97,start sampling,elsewhere,1,0,2,19,NaN,0.1,0.2,0,0,7.0,12.0,16.0
1,1,5,1087.8353,0.35,switch,right,1,1,2,19,12.0,0.1,0.2,0.0,4.0,7.0,12.0,16.0
1,1,5,1088.1855,0.27,stay,right,1,1,2,19,4.0,0.1,0.2,0.0,5.0,7.0,16.0,16.0
1,1,5,1088.4556,0.25,stay,right,1,1,2,19,1.0,0.1,0.2,0.0,5.0,7.0,17.0,16.0
1,1,5,1088.7057,0.21,stay,right,1,1,2,19,5.0,0.1,0.2,0.0,6.0,7.0,22.0,16.0
1,1,5,1088.9158,0.29,stay,right,1,1,2,19,5.0,0.1,0.2,0.0,9.0,7.0,27.0,16.0
1,1,5,1089.206,0.26,stay,right,1,1,2,19,2.0,0.1,0.2,0.0,10.0,7.0,29.0,16.0
1,1,5,1089.4662,0.33,stay,right,1,1,2,19,5.0,0.1,0.2,0.0,12.0,7.0,34.0,16.0
1,1,5,1089.7963,0.24,stay,right,1,1,2,19,2.0,0.1,0.2,0.0,12.0,7.0,36.0,16.0
1,1,5,1090.0365,0.33,stay,right,1,1,2,19,4.0,0.1,0.2,0.0,14.0,7.0,40.0,16.0
1,1,5,1090.3666,0.53,stay,right,1,1,2,19,4.0,0.1,0.2,0.0,14.0,7.0,44.0,16.0
1,1,5,1090.8968,0.35,switch,left,1,2,2,19,7.0,0.1,0.2,3.0,14.0,7.0,44.0,16.0
1,1,5,1091.2471,0.25,stay,left,1,2,2,19,1.0,0.1,0.2,4.0,14.0,8.0,44.0,16.0
1,1,5,1091.4972,0.34,stay,left,1,2,2,19,5.0,0.1,0.2,8.0,14.0,13.0,44.0,16.0
1,1,5,1091.8374,0.33,stay,left,1,2,2,19,4.0,0.1,0.2,12.0,14.0,17.0,44.0,16.0
1,1,5,1092.1675,0.3,stay,left,1,2,2,19,3.0,0.1,0.2,13.0,14.0,20.0,44.0,16.0
1,1,5,1092.4677,0.25,stay,left,1,2,2,19,4.0,0.1,0.2,16.0,14.0,24.0,44.0,16.0
1,1,5,1092.718,0.31,stay,left,1,2,2,19,5.0,0.1,0.2,21.0,14.0,29.0,44.0,16.0
1,1,5,1093.028,0.22,stay,left,1,2,2,19,3.0,0.1,0.2,22.0,14.0,32.0,44.0,16.0
1,1,5,1093.2481,0.5,stay,left,1,2,2,19,1.0,0.1,0.2,22.0,14.0,33.0,44.0,16.0
1,1,5,1093.7482,0.21,select,left,1,2,2,19,NaN,0.1,0.2,0,0,33.0,44.0,16.0
1,1,5,1093.9584,8.55,outcome,elsewhere,1,2,2,19,NaN,0.1,0.2,0,0,33.0,44.0,16.0
1,1,6,1120.3626,0.96,start button,elsewhere,0,0,2,18,NaN,0.35,0.4,0,0,11.0,10.0,14.0
1,1,6,1121.3236,2.08,reveal green,elsewhere,0,0,2,18,NaN,0.35,0.4,0,0,11.0,10.0,14.0
1,1,6,1123.4047,0.78,reveal green,elsewhere,0,0,2,18,NaN,0.35,0.4,0,0,11.0,10.0,14.0
1,1,6,1124.185,2.53,reveal green,elsewhere,0,0,2,18,NaN,0.35,0.4,0,0,11.0,10.0,14.0
1,1,6,1126.7179,0.91,start sampling,elsewhere,0,0,2,18,NaN,0.35,0.4,0,0,11.0,10.0,14.0
1,1,6,1127.6267,0.33,switch,left,0,1,2,18,11.0,0.35,0.4,7.0,0.0,11.0,10.0,14.0
1,1,6,1127.9568,0.3,stay,left,0,1,2,18,4.0,0.35,0.4,11.0,0.0,15.0,10.0,14.0
1,1,6,1128.257,0.27,stay,left,0,1,2,18,2.0,0.35,0.4,13.0,0.0,17.0,10.0,14.0
1,1,6,1128.5272,0.34,stay,left,0,1,2,18,3.0,0.35,0.4,15.0,0.0,20.0,10.0,14.0
1,1,6,1128.8673,0.31,stay,left,0,1,2,18,2.0,0.35,0.4,17.0,0.0,22.0,10.0,14.0
1,1,6,1129.1775,0.23,stay,left,0,1,2,18,2.0,0.35,0.4,19.0,0.0,24.0,10.0,14.0
1,1,6,1129.4076,0.24,stay,left,0,1,2,18,2.0,0.35,0.4,21.0,0.0,26.0,10.0,14.0
1,1,6,1129.6477,0.34,stay,left,0,1,2,18,3.0,0.35,0.4,24.0,0.0,29.0,10.0,14.0
1,1,6,1129.9879,0.51,stay,left,0,1,2,18,4.0,0.35,0.4,28.0,0.0,33.0,10.0,14.0
1,1,6,1130.4983,0.32,switch,right,0,2,2,18,10.0,0.35,0.4,28.0,8.0,33.0,10.0,14.0
1,1,6,1130.8185,0.32,stay,right,0,2,2,18,3.0,0.35,0.4,28.0,11.0,33.0,13.0,14.0
1,1,6,1131.1387,0.33,stay,right,0,2,2,18,4.0,0.35,0.4,28.0,15.0,33.0,17.0,14.0
1,1,6,1131.4688,0.33,stay,right,0,2,2,18,4.0,0.35,0.4,28.0,18.0,33.0,21.0,14.0
1,1,6,1131.799,0.23,stay,right,0,2,2,18,1.0,0.35,0.4,28.0,18.0,33.0,22.0,14.0
1,1,6,1132.0291,0.3,stay,right,0,2,2,18,2.0,0.35,0.4,28.0,20.0,33.0,24.0,14.0
1,1,6,1132.3293,0.26,stay,right,0,2,2,18,5.0,0.35,0.4,28.0,25.0,33.0,29.0,14.0
1,1,6,1132.5894,0.35,stay,right,0,2,2,18,4.0,0.35,0.4,28.0,29.0,33.0,33.0,14.0
1,1,6,1132.9396,0.22,stay,right,0,2,2,18,4.0,0.35,0.4,28.0,33.0,33.0,37.0,14.0
1,1,6,1133.1595,0.21,select,right,0,2,2,18,NaN,0.35,0.4,0,0,33.0,37.0,14.0
1,1,6,1133.3697,7.81,outcome,elsewhere,0,2,2,18,NaN,0.35,0.4,0,0,33.0,37.0,14.0
1,1,7,1141.3839,0.99,start button,elsewhere,0,0,2,22,NaN,0.35,0.3,0,0,14.0,15.0,18.0
1,1,7,1142.3747,1.25,reveal green,elsewhere,0,0,2,22,NaN,0.35,0.3,0,0,14.0,15.0,18.0
1,1,7,1143.6255,0.77,reveal green,elsewhere,0,0,2,22,NaN,0.35,0.3,0,0,14.0,15.0,18.0
1,1,7,1144.396,1.55,reveal green,elsewhere,0,0,2,22,NaN,0.35,0.3,0,0,14.0,15.0,18.0
1,1,7,1145.9481,0.57,start sampling,elsewhere,0,0,2,22,NaN,0.35,0.3,0,0,14.0,15.0,18.0
1,1,7,1146.5169,0.24,switch,right,0,1,2,22,15.0,0.35,0.3,0.0,4.0,14.0,15.0,18.0
1,1,7,1146.7572,0.25,stay,right,0,1,2,22,4.0,0.35,0.3,0.0,6.0,14.0,19.0,18.0
1,1,7,1147.0072,0.33,stay,right,0,1,2,22,1.0,0.35,0.3,0.0,7.0,14.0,20.0,18.0
1,1,7,1147.3374,0.31,stay,right,0,1,2,22,3.0,0.35,0.3,0.0,8.0,14.0,23.0,18.0
1,1,7,1147.6476,0.35,stay,right,0,1,2,22,1.0,0.35,0.3,0.0,8.0,14.0,24.0,18.0
1,1,7,1147.9978,0.33,stay,right,0,1,2,22,4.0,0.35,0.3,0.0,11.0,14.0,28.0,18.0
1,1,7,1148.3279,0.22,stay,right,0,1,2,22,5.0,0.35,0.3,0.0,12.0,14.0,33.0,18.0
1,1,7,1148.548,0.32,stay,right,0,1,2,22,5.0,0.35,0.3,0.0,14.0,14.0,38.0,18.0
1,1,7,1148.8682,0.3,stay,right,0,1,2,22,3.0,0.35,0.3,0.0,16.0,14.0,41.0,18.0
1,1,7,1149.1683,0.26,stay,right,0,1,2,22,2.0,0.35,0.3,0.0,16.0,14.0,43.0,18.0
1,1,7,1149.4285,0.75,stay,right,0,1,2,22,2.0,0.35,0.3,0.0,16.0,14.0,45.0,18.0
1,1,7,1150.1788,0.27,switch,left,0,2,2,22,14.0,0.35,0.3,6.0,16.0,14.0,45.0,18.0
1,1,7,1150.449,0.24,stay,left,0,2,2,22,1.0,0.35,0.3,6.0,16.0,15.0,45.0,18.0
1,1,7,1150.6891,0.23,stay,left,0,2,2,22,1.0,0.35,0.3,6.0,16.0,16.0,45.0,18.0
1,1,7,1150.9192,0.26,stay,left,0,2,2,22,4.0,0.35,0.3,8.0,16.0,20.0,45.0,18.0
1,1,7,1151.1794,0.25,stay,left,0,2,2,22,5.0,0.35,0.3,9.0,16.0,25.0,45.0,18.0
1,1,7,1151.4295,0.25,stay,left,0,2,2,22,5.0,0.35,0.3,10.0,16.0,30.0,45.0,18.0
1,1,7,1151.6797,0.35,stay,left,0,2,2,22,5.0,0.35,0.3,11.0,16.0,35.0,45.0,18.0
1,1,7,1152.0298,0.35,stay,left,0,2,2,22,1.0,0.35,0.3,11.0,16.0,36.0,45.0,18.0
1,1,7,1152.38,0.22,stay,left,0,2,2,22,3.0,0.35,0.3,12.0,16.0,39.0,45.0,18.0
1,1,7,1152.6002,0.33,stay,left,0,2,2,22,4.0,0.35,0.3,14.0,16.0,43.0,45.0,18.0
1,1,7,1152.9303,0.28,stay,left,0,2,2,22,1.0,0.35,0.3,14.0,16.0,44.0,45.0,18.0
1,1,7,1153.2103,0.21,select,left,0,2,2,22,NaN,0.35,0.3,0,0,44.0,45.0,18.0
1,1,7,1153.4205,8.31,outcome,elsewhere,0,2,2,22,NaN,0.35,0.3,0,0,44.0,45.0,18.0
1,1,8,1161.935,1.24,start button,elsewhere,1,0,2,31,NaN,0.5,0.45,0,0,12.0,11.0,10.0
1,1,8,1163.176,1.02,reveal green,elsewhere,1,0,2,31,NaN,0.5,0.45,0,0,12.0,11.0,10.0
1,1,8,1164.1967,0.76,reveal green,elsewhere,1,0,2,31,NaN,0.5,0.45,0,0,12.0,11.0,10.0
1,1,8,1164.957,1.93,reveal green,elsewhere,1,0,2,31,NaN,0.5,0.45,0,0,12.0,11.0,10.0
1,1,8,1166.8894,0.65,start sampling,elsewhere,1,0,2,31,NaN,0.5,0.45,0,0,12.0,11.0,10.0
1,1,8,1167.5383,0.33,switch,right,1,1,2,31,11.0,0.5,0.45,0.0,5.0,12.0,11.0,10.0
1,1,8,1167.8684,0.24,stay,right,1,1,2,31,1.0,0.5,0.45,0.0,6.0,12.0,12.0,10.0
1,1,8,1168.1086,0.32,stay,right,1,1,2,31,2.0,0.5,0.45,0.0,7.0,12.0,14.0,10.0
1,1,8,1168.4288,0.34,stay,right,1,1,2,31,4.0,0.5,0.45,0.0,8.0,12.0,18.0,10.0
1,1,8,1168.7691,0.24,stay,right,1,1,2,31,4.0,0.5,0.45,0.0,11.0,12.0,22.0,10.0
1,1,8,1169.009,0.27,stay,right,1,1,2,31,1.0,0.5,0.45,0.0,11.0,12.0,23.0,10.0
1,1,8,1169.2792,0.24,stay,right,1,1,2,31,1.0,0.5,0.45,0.0,12.0,12.0,24.0,10.0
1,1,8,1169.5194,0.34,stay,right,1,1,2,31,1.0,0.5,0.45,0.0,12.0,12.0,25.0,10.0
1,1,8,1169.8596,0.27,stay,right,1,1,2,31,4.0,0.5,0.45,0.0,13.0,12.0,29.0,10.0
1,1,8,1170.1297,0.29,stay,right,1,1,2,31,5.0,0.5,0.45,0.0,16.0,12.0,34.0,10.0
1,1,8,1170.4199,0.24,stay,right,1,1,2,31,5.0,0.5,0.45,0.0,18.0,12.0,39.0,10.0
1,1,8,1170.6599,0.21,stay,right,1,1,2,31,4.0,0.5,0.45,0.0,21.0,12.0,43.0,10.0
1,1,8,1170.8702,0.24,stay,right,1,1,2,31,4.0,0.5,0.45,0.0,22.0,12.0,47.0,10.0
1,1,8,1171.1101,0.29,stay,right,1,1,2,31,1.0,0.5,0.45,0.0,23.0,12.0,48.0,10.0
1,1,8,1171.4004,0.26,stay,right,1,1,2,31,1.0,0.5,0.45,0.0,23.0,12.0,49.0,10.0
1,1,8,1171.6605,0.34,stay,right,1,1,2,31,3.0,0.5,0.45,0.0,26.0,12.0,52.0,10.0
1,1,8,1172.0007,0.23,stay,right,1,1,2,31,4.0,0.5,0.45,0.0,30.0,12.0,56.0,10.0
1,1,8,1172.2311,0.32,stay,right,1,1,2,31,5.0,0.5,0.45,0.0,30.0,12.0,61.0,10.0
1,1,8,1172.5512,0.63,stay,right,1,1,2,31,1.0,0.5,0.45,0.0,31.0,12.0,62.0,10.0
1,1,8,1173.1812,0.31,switch,left,1,2,2,31,12.0,0.5,0.45,5.0,31.0,12.0,62.0,10.0
1,1,8,1173.4914,0.35,stay,left,1,2,2,31,1.0,0.5,0.45,6.0,31.0,13.0,62.0,10.0
1,1,8,1173.8416,0.25,stay,left,1,2,2,31,2.0,0.5,0.45,7.0,31.0,15.0,62.0,10.0
1,1,8,1174.0917,0.28,stay,left,1,2,2,31,5.0,0.5,0.45,11.0,31.0,20.0,62.0,10.0
1,1,8,1174.3719,0.26,stay,left,1,2,2,31,2.0,0.5,0.45,12.0,31.0,22.0,62.0,10.0
1,1,8,1174.632,0.27,stay,left,1,2,2,31,3.0,0.5,0.45,14.0,31.0,25.0,62.0,10.0
1,1,8,1174.9021,0.29,stay,left,1,2,2,31,1.0,0.5,0.45,15.0,31.0,26.0,62.0,10.0
1,1,8,1175.1923,0.34,stay,left,1,2,2,31,5.0,0.5,0.45,17.0,31.0,31.0,62.0,10.0
1,1,8,1175.5325,0.27,stay,left,1,2,2,31,3.0,0.5,0.45,19.0,31.0,34.0,62.0,10.0
1,1,8,1175.8026,0.23,stay,left,1,2,2,31,1.0,0.5,0.45,20.0,31.0,35.0,62.0,10.0
1,1,8,1176.0328,0.31,stay,left,1,2,2,31,3.0,0.5,0.45,21.0,31.0,38.0,62.0,10.0
1,1,8,1176.3429,0.48,stay,left,1,2,2,31,2.0,0.5,0.45,22.0,31.0,40.0,62.0,10.0
1,1,8,1176.8231,0.21,select,left,1,2,2,31,NaN,0.5,0.45,0,0,40.0,62.0,10.0
1,1,8,1177.0333,7.62,outcome,elsewhere,1,2,2,31,NaN,0.5,0.45,0,0,40.0,62.0,10.0
1,1,9,1184.8574,1.37,start button,elsewhere,0,0,2,15,NaN,0.45,0.65,0,0,12.0,18.0,14.0
1,1,9,1186.2283,0.84,reveal green,elsewhere,0,0,2,15,NaN,0.45,0.65,0,0,12.0,18.0,14.0
1,1,9,1187.0692,0.82,reveal green,elsewhere,0,0,2,15,NaN,0.45,0.65,0,0,12.0,18.0,14.0
1,1,9,1187.8895,1.53,reveal green,elsewhere,0,0,2,15,NaN,0.45,0.65,0,0,12.0,18.0,14.0
1,1,9,1189.4218,0.63,start sampling,elsewhere,0,0,2,15,NaN,0.45,0.65,0,0,12.0,18.0,14.0
1,1,9,1190.0505,0.32,switch,right,0,1,2,15,18.0,0.45,0.65,0.0,10.0,12.0,18.0,14.0
1,1,9,1190.3706,0.34,stay,right,0,1,2,15,4.0,0.45,0.65,0.0,13.0,12.0,22.0,14.0
1,1,9,1190.7108,0.24,stay,right,0,1,2,15,4.0,0.45,0.65,0.0,16.0,12.0,26.0,14.0
1,1,9,1190.9509,0.32,stay,right,0,1,2,15,4.0,0.45,0.65,0.0,17.0,12.0,30.0,14.0
1,1,9,1191.2711,0.28,stay,right,0,1,2,15,3.0,0.45,0.65,0.0,19.0,12.0,33.0,14.0
1,1,9,1191.5512,0.23,stay,right,0,1,2,15,1.0,0.45,0.65,0.0,20.0,12.0,34.0,14.0
1,1,9,1191.7814,0.32,stay,right,0,1,2,15,2.0,0.45,0.65,0.0,22.0,12.0,36.0,14.0
1,1,9,1192.1015,0.3,stay,right,0,1,2,15,2.0,0.45,0.65,0.0,22.0,12.0,38.0,14.0
1,1,9,1192.4017,0.29,stay,right,0,1,2,15,5.0,0.45,0.65,0.0,25.0,12.0,43.0,14.0
1,1,9,1192.6918,1.69,stay,right,0,1,2,15,2.0,0.45,0.65,0.0,26.0,12.0,45.0,14.0
1,1,9,1194.3826,0.33,switch,left,0,2,2,15,12.0,0.45,0.65,4.0,26.0,12.0,45.0,14.0
1,1,9,1194.7129,0.28,stay,left,0,2,2,15,5.0,0.45,0.65,8.0,26.0,17.0,45.0,14.0
1,1,9,1194.993,0.27,stay,left,0,2,2,15,1.0,0.45,0.65,9.0,26.0,18.0,45.0,14.0
1,1,9,1195.2632,0.35,stay,left,0,2,2,15,5.0,0.45,0.65,11.0,26.0,23.0,45.0,14.0
1,1,9,1195.6133,0.44,stay,left,0,2,2,15,5.0,0.45,0.65,14.0,26.0,28.0,45.0,14.0
1,1,9,1196.0534,0.21,select,left,0,2,2,15,NaN,0.45,0.65,0,0,28.0,45.0,14.0
1,1,9,1196.2637,8.14,outcome,elsewhere,0,2,2,15,NaN,0.45,0.65,0,0,28.0,45.0,14.0
1,1,10,1254.8452,0.87,start button,elsewhere,1,0,2,30,NaN,0.35,0.25,0,0,14.0,6.0,8.0
1,1,10,1255.7163,1.25,reveal green,elsewhere,1,0,2,30,NaN,0.35,0.25,0,0,14.0,6.0,8.0
1,1,10,1256.9666,0.64,reveal green,elsewhere,1,0,2,30,NaN,0.35,0.25,0,0,14.0,6.0,8.0
1,1,10,1257.607,0.68,reveal green,elsewhere,1,0,2,30,NaN,0.35,0.25,0,0,14.0,6.0,8.0
1,1,10,1258.2888,0.5,start sampling,elsewhere,1,0,2,30,NaN,0.35,0.25,0,0,14.0,6.0,8.0
1,1,10,1258.7874,0.27,switch,left,1,1,2,30,14.0,0.35,0.25,4.0,0.0,14.0,6.0,8.0
1,1,10,1259.0576,0.34,stay,left,1,1,2,30,4.0,0.35,0.25,5.0,0.0,18.0,6.0,8.0
1,1,10,1259.3977,0.26,stay,left,1,1,2,30,4.0,0.35,0.25,6.0,0.0,22.0,6.0,8.0
1,1,10,1259.6579,0.23,stay,left,1,1,2,30,3.0,0.35,0.25,6.0,0.0,25.0,6.0,8.0
1,1,10,1259.888,0.3,stay,left,1,1,2,30,5.0,0.35,0.25,7.0,0.0,30.0,6.0,8.0
1,1,10,1260.1882,0.23,stay,left,1,1,2,30,5.0,0.35,0.25,8.0,0.0,35.0,6.0,8.0
1,1,10,1260.4183,0.34,stay,left,1,1,2,30,2.0,0.35,0.25,9.0,0.0,37.0,6.0,8.0
1,1,10,1260.7585,0.31,stay,left,1,1,2,30,3.0,0.35,0.25,10.0,0.0,40.0,6.0,8.0
1,1,10,1261.0686,0.3,stay,left,1,1,2,30,2.0,0.35,0.25,10.0,0.0,42.0,6.0,8.0
1,1,10,1261.3688,0.25,stay,left,1,1,2,30,3.0,0.35,0.25,12.0,0.0,45.0,6.0,8.0
1,1,10,1261.6189,0.33,stay,left,1,1,2,30,5.0,0.35,0.25,12.0,0.0,50.0,6.0,8.0
1,1,10,1261.9491,0.35,stay,left,1,1,2,30,4.0,0.35,0.25,14.0,0.0,54.0,6.0,8.0
1,1,10,1262.2993,0.26,stay,left,1,1,2,30,3.0,0.35,0.25,15.0,0.0,57.0,6.0,8.0
