nL,nR,nB,N,rL,rR,gL,gR,initial_visit,first_visit,after_first_visit,μL,μR,t,act
32.0,17.0,10.0,59.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3529412,0.5,8.0,1
33.0,17.0,10.0,60.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.34285715,0.5,9.0,1
33.0,17.0,10.0,60.0,11.0,10.0,0.0,1.0,0.0,0.0,1.0,0.34285715,0.57894737,0.0,2
33.0,22.0,10.0,65.0,11.0,14.0,0.0,1.0,0.0,0.0,1.0,0.34285715,0.625,1.0,2
33.0,26.0,10.0,69.0,11.0,16.0,0.0,1.0,0.0,0.0,1.0,0.34285715,0.60714287,2.0,2
33.0,30.0,10.0,73.0,11.0,18.0,0.0,1.0,0.0,0.0,1.0,0.34285715,0.59375,3.0,2
33.0,31.0,10.0,74.0,11.0,18.0,0.0,1.0,0.0,0.0,1.0,0.34285715,0.57575756,4.0,2
33.0,36.0,10.0,79.0,11.0,19.0,0.0,1.0,0.0,0.0,1.0,0.34285715,0.5263158,5.0,2
33.0,40.0,10.0,83.0,11.0,22.0,0.0,1.0,0.0,0.0,1.0,0.34285715,0.54761904,6.0,2
33.0,44.0,10.0,87.0,11.0,23.0,0.0,1.0,0.0,0.0,1.0,0.34285715,0.5217391,7.0,2
33.0,45.0,10.0,88.0,11.0,23.0,0.0,1.0,0.0,0.0,1.0,0.34285715,0.5106383,8.0,2
33.0,45.0,10.0,88.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.028571429,0.021276595,9.0,3
8.0,9.0,10.0,27.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4,0.5,0.0,1
12.0,9.0,10.0,31.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,1
13.0,9.0,10.0,32.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.46666667,0.5,2.0,1
16.0,9.0,10.0,35.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5555556,0.5,3.0,1
21.0,9.0,10.0,40.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4347826,0.5,4.0,1
22.0,9.0,10.0,41.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.41666666,0.5,5.0,1
23.0,9.0,10.0,42.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.44,0.5,6.0,1
26.0,9.0,10.0,45.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.42857143,0.5,7.0,1
30.0,9.0,10.0,49.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.40625,0.5,8.0,1
35.0,9.0,10.0,54.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.35135135,0.5,9.0,1
35.0,9.0,10.0,54.0,12.0,1.0,0.0,1.0,0.0,0.0,1.0,0.35135135,0.18181819,0.0,2
35.0,14.0,10.0,59.0,12.0,1.0,0.0,1.0,0.0,0.0,1.0,0.35135135,0.125,1.0,2
35.0,18.0,10.0,63.0,12.0,2.0,0.0,1.0,0.0,0.0,1.0,0.35135135,0.15,2.0,2
35.0,20.0,10.0,65.0,12.0,3.0,0.0,1.0,0.0,0.0,1.0,0.35135135,0.18181819,3.0,2
35.0,23.0,10.0,68.0,12.0,3.0,0.0,1.0,0.0,0.0,1.0,0.35135135,0.16,4.0,2
35.0,28.0,10.0,73.0,12.0,4.0,0.0,1.0,0.0,0.0,1.0,0.35135135,0.16666667,5.0,2
35.0,33.0,10.0,78.0,12.0,4.0,0.0,1.0,0.0,0.0,1.0,0.35135135,0.14285715,6.0,2
35.0,34.0,10.0,79.0,12.0,4.0,0.0,1.0,0.0,0.0,1.0,0.35135135,0.1388889,7.0,2
35.0,39.0,10.0,84.0,12.0,5.0,0.0,1.0,0.0,0.0,1.0,0.35135135,0.14634146,8.0,2
35.0,39.0,10.0,84.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.027027028,0.024390243,9.0,4
13.0,10.0,16.0,39.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.46666667,0.5,0.0,1
17.0,10.0,16.0,43.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.57894737,0.5,1.0,1
20.0,10.0,16.0,46.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.59090906,0.5,2.0,1
22.0,10.0,16.0,48.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5416667,0.5,3.0,1
25.0,10.0,16.0,51.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5555556,0.5,4.0,1
30.0,10.0,16.0,56.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.59375,0.5,5.0,1
35.0,10.0,16.0,61.0,23.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6486486,0.5,6.0,1
35.0,10.0,16.0,61.0,23.0,9.0,0.0,1.0,0.0,0.0,1.0,0.6486486,0.8333333,0.0,2
35.0,15.0,16.0,66.0,23.0,12.0,0.0,1.0,0.0,0.0,1.0,0.6486486,0.7647059,1.0,2
35.0,17.0,16.0,68.0,23.0,13.0,0.0,1.0,0.0,0.0,1.0,0.6486486,0.7368421,2.0,2
35.0,22.0,16.0,73.0,23.0,16.0,0.0,1.0,0.0,0.0,1.0,0.6486486,0.7083333,3.0,2
35.0,24.0,16.0,75.0,23.0,17.0,0.0,1.0,0.0,0.0,1.0,0.6486486,0.6923077,4.0,2
35.0,26.0,16.0,77.0,23.0,19.0,0.0,1.0,0.0,0.0,1.0,0.6486486,0.71428573,5.0,2
35.0,31.0,16.0,82.0,23.0,21.0,0.0,1.0,0.0,0.0,1.0,0.6486486,0.6666667,6.0,2
35.0,33.0,16.0,84.0,23.0,22.0,0.0,1.0,0.0,0.0,1.0,0.6486486,0.6571429,7.0,2
35.0,36.0,16.0,87.0,23.0,25.0,0.0,1.0,0.0,0.0,1.0,0.6486486,0.68421054,8.0,2
35.0,38.0,16.0,89.0,23.0,27.0,0.0,1.0,0.0,0.0,1.0,0.6486486,0.7,9.0,2
35.0,42.0,16.0,93.0,23.0,30.0,0.0,1.0,0.0,0.0,1.0,0.6486486,0.70454544,10.0,2
35.0,43.0,16.0,94.0,23.0,30.0,0.0,1.0,0.0,0.0,1.0,0.6486486,0.6888889,11.0,2
35.0,47.0,16.0,98.0,23.0,33.0,0.0,1.0,0.0,0.0,1.0,0.6486486,0.6938776,12.0,2
35.0,47.0,16.0,98.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.027027028,0.020408163,13.0,3
17.0,16.0,13.0,46.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.42105263,0.5,0.0,1
19.0,16.0,13.0,48.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.47619048,0.5,1.0,1
24.0,16.0,13.0,53.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.46153846,0.5,2.0,1
28.0,16.0,13.0,57.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.46666667,0.5,3.0,1
29.0,16.0,13.0,58.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4516129,0.5,4.0,1
34.0,16.0,13.0,63.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4722222,0.5,5.0,1
36.0,16.0,13.0,65.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,0.47368422,0.5,6.0,1
40.0,16.0,13.0,69.0,20.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,7.0,1
42.0,16.0,13.0,71.0,20.0,0.0,1.0,0.0,0.0,1.0,0.0,0.47727272,0.5,8.0,1
47.0,16.0,13.0,76.0,23.0,0.0,1.0,0.0,0.0,1.0,0.0,0.48979592,0.5,9.0,1
47.0,16.0,13.0,76.0,23.0,8.0,0.0,1.0,0.0,0.0,1.0,0.48979592,0.5,0.0,2
47.0,19.0,13.0,79.0,23.0,8.0,0.0,1.0,0.0,0.0,1.0,0.48979592,0.42857143,1.0,2
47.0,24.0,13.0,84.0,23.0,11.0,0.0,1.0,0.0,0.0,1.0,0.48979592,0.46153846,2.0,2
47.0,27.0,13.0,87.0,23.0,13.0,0.0,1.0,0.0,0.0,1.0,0.48979592,0.4827586,3.0,2
47.0,32.0,13.0,92.0,23.0,16.0,0.0,1.0,0.0,0.0,1.0,0.48979592,0.5,4.0,2
47.0,36.0,13.0,96.0,23.0,17.0,0.0,1.0,0.0,0.0,1.0,0.48979592,0.47368422,5.0,2
47.0,41.0,13.0,101.0,23.0,17.0,0.0,1.0,0.0,0.0,1.0,0.48979592,0.41860464,6.0,2
47.0,42.0,13.0,102.0,23.0,18.0,0.0,1.0,0.0,0.0,1.0,0.48979592,0.4318182,7.0,2
47.0,44.0,13.0,104.0,23.0,19.0,0.0,1.0,0.0,0.0,1.0,0.48979592,0.4347826,8.0,2
47.0,44.0,13.0,104.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.020408163,0.02173913,9.0,4
16.0,8.0,9.0,33.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.44444445,0.5,0.0,1
21.0,8.0,9.0,38.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.47826087,0.5,1.0,1
26.0,8.0,9.0,43.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,2.0,1
29.0,8.0,9.0,46.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.48387095,0.5,3.0,1
34.0,8.0,9.0,51.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,4.0,1
37.0,8.0,9.0,54.0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.51282054,0.5,5.0,1
40.0,8.0,9.0,57.0,21.0,0.0,1.0,0.0,0.0,1.0,0.0,0.52380955,0.5,6.0,1
41.0,8.0,9.0,58.0,21.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5116279,0.5,7.0,1
41.0,8.0,9.0,58.0,21.0,3.0,0.0,1.0,0.0,0.0,1.0,0.5116279,0.4,0.0,2
41.0,11.0,9.0,61.0,21.0,4.0,0.0,1.0,0.0,0.0,1.0,0.5116279,0.3846154,1.0,2
41.0,14.0,9.0,64.0,21.0,5.0,0.0,1.0,0.0,0.0,1.0,0.5116279,0.375,2.0,2
41.0,18.0,9.0,68.0,21.0,8.0,0.0,1.0,0.0,0.0,1.0,0.5116279,0.45,3.0,2
41.0,22.0,9.0,72.0,21.0,11.0,0.0,1.0,0.0,0.0,1.0,0.5116279,0.5,4.0,2
41.0,26.0,9.0,76.0,21.0,14.0,0.0,1.0,0.0,0.0,1.0,0.5116279,0.53571427,5.0,2
41.0,27.0,9.0,77.0,21.0,14.0,0.0,1.0,0.0,0.0,1.0,0.5116279,0.51724136,6.0,2
41.0,30.0,9.0,80.0,21.0,15.0,0.0,1.0,0.0,0.0,1.0,0.5116279,0.5,7.0,2
41.0,30.0,9.0,80.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.023255814,0.03125,8.0,4
7.0,13.0,7.0,27.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.33333334,0.5,0.0,1
10.0,13.0,7.0,30.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.41666666,0.5,1.0,1
13.0,13.0,7.0,33.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.53333336,0.5,2.0,1
15.0,13.0,7.0,35.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5294118,0.5,3.0,1
20.0,13.0,7.0,40.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.54545456,0.5,4.0,1
23.0,13.0,7.0,43.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.56,0.5,5.0,1
27.0,13.0,7.0,47.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5862069,0.5,6.0,1
30.0,13.0,7.0,50.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.59375,0.5,7.0,1
33.0,13.0,7.0,53.0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5714286,0.5,8.0,1
35.0,13.0,7.0,55.0,20.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5675676,0.5,9.0,1
35.0,13.0,7.0,55.0,20.0,9.0,0.0,1.0,0.0,0.0,1.0,0.5675676,0.6666667,0.0,2
35.0,14.0,7.0,56.0,20.0,9.0,0.0,1.0,0.0,0.0,1.0,0.5675676,0.625,1.0,2
35.0,18.0,7.0,60.0,20.0,13.0,0.0,1.0,0.0,0.0,1.0,0.5675676,0.7,2.0,2
35.0,20.0,7.0,62.0,20.0,14.0,0.0,1.0,0.0,0.0,1.0,0.5675676,0.6818182,3.0,2
35.0,22.0,7.0,64.0,20.0,16.0,0.0,1.0,0.0,0.0,1.0,0.5675676,0.7083333,4.0,2
35.0,24.0,7.0,66.0,20.0,18.0,0.0,1.0,0.0,0.0,1.0,0.5675676,0.7307692,5.0,2
35.0,25.0,7.0,67.0,20.0,18.0,0.0,1.0,0.0,0.0,1.0,0.5675676,0.7037037,6.0,2
35.0,26.0,7.0,68.0,20.0,18.0,0.0,1.0,0.0,0.0,1.0,0.5675676,0.6785714,7.0,2
35.0,31.0,7.0,73.0,20.0,21.0,0.0,1.0,0.0,0.0,1.0,0.5675676,0.6666667,8.0,2
35.0,36.0,7.0,78.0,20.0,23.0,0.0,1.0,0.0,0.0,1.0,0.5675676,0.6315789,9.0,2
35.0,38.0,7.0,80.0,20.0,24.0,0.0,1.0,0.0,0.0,1.0,0.5675676,0.625,10.0,2
35.0,38.0,7.0,80.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.027027028,0.025,11.0,4
13.0,10.0,8.0,31.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4,0.5,0.0,1
17.0,10.0,8.0,35.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.42105263,0.5,1.0,1
22.0,10.0,8.0,40.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.375,0.5,2.0,1
23.0,10.0,8.0,41.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.36,0.5,3.0,1
25.0,10.0,8.0,43.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.37037036,0.5,4.0,1
29.0,10.0,8.0,47.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.38709676,0.5,5.0,1
32.0,10.0,8.0,50.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4117647,0.5,6.0,1
35.0,10.0,8.0,53.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.43243244,0.5,7.0,1
36.0,10.0,8.0,54.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.42105263,0.5,8.0,1
40.0,10.0,8.0,58.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,0.42857143,0.5,9.0,1
45.0,10.0,8.0,63.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,0.38297874,0.5,10.0,1
45.0,10.0,8.0,63.0,17.0,7.0,0.0,1.0,0.0,0.0,1.0,0.38297874,0.6666667,0.0,2
45.0,12.0,8.0,65.0,17.0,8.0,0.0,1.0,0.0,0.0,1.0,0.38297874,0.64285713,1.0,2
45.0,13.0,8.0,66.0,17.0,9.0,0.0,1.0,0.0,0.0,1.0,0.38297874,0.6666667,2.0,2
45.0,17.0,8.0,70.0,17.0,11.0,0.0,1.0,0.0,0.0,1.0,0.38297874,0.6315789,3.0,2
45.0,20.0,8.0,73.0,17.0,12.0,0.0,1.0,0.0,0.0,1.0,0.38297874,0.59090906,4.0,2
45.0,25.0,8.0,78.0,17.0,16.0,0.0,1.0,0.0,0.0,1.0,0.38297874,0.6296296,5.0,2
45.0,27.0,8.0,80.0,17.0,18.0,0.0,1.0,0.0,0.0,1.0,0.38297874,0.6551724,6.0,2
45.0,32.0,8.0,85.0,17.0,21.0,0.0,1.0,0.0,0.0,1.0,0.38297874,0.64705884,7.0,2
45.0,36.0,8.0,89.0,17.0,24.0,0.0,1.0,0.0,0.0,1.0,0.38297874,0.65789473,8.0,2
45.0,36.0,8.0,89.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.021276595,0.02631579,9.0,3
14.0,10.0,17.0,41.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1875,0.5,0.0,1
17.0,10.0,17.0,44.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.21052632,0.5,1.0,1
20.0,10.0,17.0,47.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.18181819,0.5,2.0,1
23.0,10.0,17.0,50.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.16,0.5,3.0,1
25.0,10.0,17.0,52.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.14814815,0.5,4.0,1
30.0,10.0,17.0,57.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.15625,0.5,5.0,1
35.0,10.0,17.0,62.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.13513513,0.5,6.0,1
37.0,10.0,17.0,64.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.12820514,0.5,7.0,1
40.0,10.0,17.0,67.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.11904762,0.5,8.0,1
40.0,10.0,17.0,67.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.11904762,0.33333334,0.0,2
40.0,13.0,17.0,70.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.11904762,0.26666668,1.0,2
40.0,18.0,17.0,75.0,4.0,5.0,0.0,1.0,0.0,0.0,1.0,0.11904762,0.3,2.0,2
40.0,23.0,17.0,80.0,4.0,8.0,0.0,1.0,0.0,0.0,1.0,0.11904762,0.36,3.0,2
40.0,26.0,17.0,83.0,4.0,8.0,0.0,1.0,0.0,0.0,1.0,0.11904762,0.32142857,4.0,2
40.0,30.0,17.0,87.0,4.0,10.0,0.0,1.0,0.0,0.0,1.0,0.11904762,0.34375,5.0,2
40.0,30.0,17.0,87.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.023809524,0.03125,6.0,3
15.0,14.0,8.0,37.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.23529412,0.5,0.0,1
16.0,14.0,8.0,38.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.22222222,0.5,1.0,1
18.0,14.0,8.0,40.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.5,2.0,1
23.0,14.0,8.0,45.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.16,0.5,3.0,1
25.0,14.0,8.0,47.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.14814815,0.5,4.0,1
26.0,14.0,8.0,48.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.14285715,0.5,5.0,1
30.0,14.0,8.0,52.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.125,0.5,6.0,1
32.0,14.0,8.0,54.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.11764706,0.5,7.0,1
32.0,14.0,8.0,54.0,3.0,6.0,0.0,1.0,0.0,0.0,1.0,0.11764706,0.4375,0.0,2
32.0,18.0,8.0,58.0,3.0,6.0,0.0,1.0,0.0,0.0,1.0,0.11764706,0.35,1.0,2
32.0,20.0,8.0,60.0,3.0,6.0,0.0,1.0,0.0,0.0,1.0,0.11764706,0.3181818,2.0,2
32.0,20.0,8.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.029411765,0.045454547,3.0,3
14.0,7.0,10.0,31.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.11111111,0.0,2
14.0,11.0,10.0,35.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.15384616,1.0,2
14.0,13.0,10.0,37.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.13333334,2.0,2
14.0,15.0,10.0,39.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.11764706,3.0,2
14.0,17.0,10.0,41.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.10526316,4.0,2
14.0,19.0,10.0,43.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0952381,5.0,2
14.0,22.0,10.0,46.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.5,0.125,6.0,2
14.0,27.0,10.0,51.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.5,0.13793103,7.0,2
14.0,31.0,10.0,55.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.5,0.18181819,8.0,2
14.0,32.0,10.0,56.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.5,0.1764706,9.0,2
14.0,35.0,10.0,59.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,0.5,0.21621622,10.0,2
14.0,40.0,10.0,64.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,0.5,0.23809524,11.0,2
14.0,44.0,10.0,68.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.5,0.23913044,12.0,2
14.0,44.0,10.0,68.0,4.0,10.0,1.0,0.0,0.0,0.0,1.0,0.3125,0.23913044,0.0,1
19.0,44.0,10.0,73.0,7.0,10.0,1.0,0.0,0.0,0.0,1.0,0.3809524,0.23913044,1.0,1
20.0,44.0,10.0,74.0,7.0,10.0,1.0,0.0,0.0,0.0,1.0,0.36363637,0.23913044,2.0,1
22.0,44.0,10.0,76.0,7.0,10.0,1.0,0.0,0.0,0.0,1.0,0.33333334,0.23913044,3.0,1
23.0,44.0,10.0,77.0,7.0,10.0,1.0,0.0,0.0,0.0,1.0,0.32,0.23913044,4.0,1
25.0,44.0,10.0,79.0,9.0,10.0,1.0,0.0,0.0,0.0,1.0,0.37037036,0.23913044,5.0,1
26.0,44.0,10.0,80.0,9.0,10.0,1.0,0.0,0.0,0.0,1.0,0.35714287,0.23913044,6.0,1
31.0,44.0,10.0,85.0,10.0,10.0,1.0,0.0,0.0,0.0,1.0,0.33333334,0.23913044,7.0,1
34.0,44.0,10.0,88.0,11.0,10.0,1.0,0.0,0.0,0.0,1.0,0.33333334,0.23913044,8.0,1
38.0,44.0,10.0,92.0,12.0,10.0,1.0,0.0,0.0,0.0,1.0,0.325,0.23913044,9.0,1
41.0,44.0,10.0,95.0,14.0,10.0,1.0,0.0,0.0,0.0,1.0,0.3488372,0.23913044,10.0,1
43.0,44.0,10.0,97.0,15.0,10.0,1.0,0.0,0.0,0.0,1.0,0.35555556,0.23913044,11.0,1
47.0,44.0,10.0,101.0,16.0,10.0,1.0,0.0,0.0,0.0,1.0,0.3469388,0.23913044,12.0,1
50.0,44.0,10.0,104.0,18.0,10.0,1.0,0.0,0.0,0.0,1.0,0.3653846,0.23913044,13.0,1
50.0,44.0,10.0,104.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.01923077,0.02173913,14.0,4
7.0,12.0,7.0,26.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.5,0.2857143,0.0,2
7.0,13.0,7.0,27.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.5,0.26666668,1.0,2
7.0,16.0,7.0,30.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.5,0.22222222,2.0,2
7.0,20.0,7.0,34.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.5,0.22727273,3.0,2
7.0,23.0,7.0,37.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.5,0.2,4.0,2
7.0,24.0,7.0,38.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.5,0.1923077,5.0,2
7.0,28.0,7.0,42.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.5,0.16666667,6.0,2
7.0,33.0,7.0,47.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.5,0.17142858,7.0,2
7.0,34.0,7.0,48.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.5,0.16666667,8.0,2
7.0,37.0,7.0,51.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.5,0.15384616,9.0,2
7.0,41.0,7.0,55.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.5,0.13953489,10.0,2
7.0,41.0,7.0,55.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.11111111,0.13953489,0.0,1
12.0,41.0,7.0,60.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.14285715,0.13953489,1.0,1
17.0,41.0,7.0,65.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.10526316,0.13953489,2.0,1
19.0,41.0,7.0,67.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.14285715,0.13953489,3.0,1
24.0,41.0,7.0,72.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.115384616,0.13953489,4.0,1
26.0,41.0,7.0,74.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,0.14285715,0.13953489,5.0,1
30.0,41.0,7.0,78.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0,0.15625,0.13953489,6.0,1
35.0,41.0,7.0,83.0,6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.1891892,0.13953489,7.0,1
37.0,41.0,7.0,85.0,7.0,5.0,1.0,0.0,0.0,0.0,1.0,0.20512821,0.13953489,8.0,1
40.0,41.0,7.0,88.0,8.0,5.0,1.0,0.0,0.0,0.0,1.0,0.21428572,0.13953489,9.0,1
42.0,41.0,7.0,90.0,8.0,5.0,1.0,0.0,0.0,0.0,1.0,0.20454545,0.13953489,10.0,1
46.0,41.0,7.0,94.0,9.0,5.0,1.0,0.0,0.0,0.0,1.0,0.20833333,0.13953489,11.0,1
49.0,41.0,7.0,97.0,9.0,5.0,1.0,0.0,0.0,0.0,1.0,0.19607843,0.13953489,12.0,1
53.0,41.0,7.0,101.0,9.0,5.0,1.0,0.0,0.0,0.0,1.0,0.18181819,0.13953489,13.0,1
56.0,41.0,7.0,104.0,9.0,5.0,1.0,0.0,0.0,0.0,1.0,0.1724138,0.13953489,14.0,1
57.0,41.0,7.0,105.0,9.0,5.0,1.0,0.0,0.0,0.0,1.0,0.16949153,0.13953489,15.0,1
58.0,41.0,7.0,106.0,9.0,5.0,1.0,0.0,0.0,0.0,1.0,0.16666667,0.13953489,16.0,1
60.0,41.0,7.0,108.0,9.0,5.0,1.0,0.0,0.0,0.0,1.0,0.16129032,0.13953489,17.0,1
65.0,41.0,7.0,113.0,10.0,5.0,1.0,0.0,0.0,0.0,1.0,0.1641791,0.13953489,18.0,1
65.0,45.0,7.0,117.0,10.0,5.0,0.0,1.0,0.0,0.0,1.0,0.1641791,0.12765957,0.0,2
65.0,49.0,7.0,121.0,10.0,5.0,0.0,1.0,0.0,0.0,1.0,0.1641791,0.11764706,1.0,2
65.0,52.0,7.0,124.0,10.0,5.0,0.0,1.0,0.0,0.0,1.0,0.1641791,0.11111111,2.0,2
65.0,53.0,7.0,125.0,10.0,5.0,0.0,1.0,0.0,0.0,1.0,0.1641791,0.10909091,3.0,2
65.0,53.0,7.0,125.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.014925373,0.018181818,4.0,4
17.0,15.0,14.0,46.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5882353,0.0,2
17.0,18.0,14.0,49.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6,1.0,2
17.0,23.0,14.0,54.0,0.0,15.0,0.0,1.0,0.0,1.0,0.0,0.5,0.64,2.0,2
17.0,26.0,14.0,57.0,0.0,17.0,0.0,1.0,0.0,1.0,0.0,0.5,0.64285713,3.0,2
17.0,28.0,14.0,59.0,0.0,18.0,0.0,1.0,0.0,1.0,0.0,0.5,0.6333333,4.0,2
